"Time","CPU Usage total"
1652860265000,0.43068382336709604
1652860270000,0.4212496034932162
1652860275000,0.4212496034932162
1652860280000,0.48322880416700104
1652860285000,0.5900594372607582
1652860290000,0.5900594372607582
1652860295000,0.5794193480824755
1652860300000,0.4860198270303659
1652860305000,0.4860198270303659
1652860310000,0.4200220938468343
1652860315000,0.40328167150408406
1652860320000,0.40328167150408406
1652860325000,0.43259193792778794
1652860330000,0.4327220713776695
1652860335000,0.4327220713776695
1652860340000,0.4300602488297799
1652860345000,0.5246762679517185
1652860350000,0.5246762679517185
1652860355000,0.5206933798607042
1652860360000,0.4213356907186044
1652860365000,0.4213356907186044
1652860370000,0.40197640162298337
1652860375000,0.4193194231793162
1652860380000,0.4193194231793162
1652860385000,0.4613381781602083
1652860390000,0.4260054670314301
1652860395000,0.4260054670314301
1652860400000,0.40000471142299304
1652860405000,0.4826560012844997
1652860410000,0.4826560012844997
1652860415000,0.4966619572409412
1652860420000,0.42735377914136763
1652860425000,0.42735377914136763
1652860430000,0.3886724898553127
1652860435000,0.4365694213275645
1652860440000,0.4365694213275645
1652860445000,0.46591026594858886
1652860450000,0.40539380125986413
1652860455000,0.40539380125986413
1652860460000,0.4387282455222388
1652860465000,0.5299641413819833
1652860470000,0.5299641413819833
1652860475000,0.5139472086082255
1652860480000,0.4493647683375823
1652860485000,0.4493647683375823
1652860490000,0.42137423462448925
1652860495000,0.431997156066053
1652860500000,0.431997156066053
1652860505000,0.43133368893510216
1652860510000,0.3880093784016209
1652860515000,0.3880093784016209
1652860520000,0.3973427117362494
1652860525000,0.47798986767588314
1652860530000,0.47798986767588314
1652860535000,0.4866702685904762
1652860540000,0.44535782396015444
1652860545000,0.44535782396015444
1652860550000,0.4166731566623985
1652860555000,0.4259829344719058
1652860560000,0.4259829344719058
1652860565000,0.4399776468597883

